,Id,Locality,Type,SubType,Price,Bedrooms,Living_Area,Is_Equiped_Kitchen,Is_Furnished,Is_Open_Fire,Terrace,Terrace_Area,Garden,Garden_Area,Land_Surface,Surface of the plot,State,Facades,Swim_pool,Sale_Type,Postal_Code
11853,20289716,Brussels,House,house,589000,3,190.0,True,False,False,True,19.0,True,500.0,709,609,As new,3,True,Private,1000
11854,20306883,Marke,Apartment,apartment,180000,2,92.0,True,False,False,False,0.0,False,0.0,92,0,Not Known,2,False,Private,2140
11855,20305226,Nivelles,Apartment,flat-studio,279000,1,27.0,True,True,False,True,13.0,True,32.0,72,0,As new,2,False,Private,8400
11856,20250577,Aalst,Apartment,apartment-block,345000,1,43.0,False,False,False,True,4.0,False,0.0,47,70,Good,2,False,Private,4680
11857,20294451,Gent,House,house,195000,2,115.0,True,False,False,True,0.0,True,80.0,195,143,Good,2,True,Private,9000
11858,20306647,Maaseik,House,villa,875000,6,308.0,False,False,False,True,0.0,False,0.0,308,954,As new,4,False,Private,3680
11859,20306640,Leuven,House,house,439000,5,168.0,True,False,False,True,25.0,True,125.0,318,257,To be done up,2,True,Private,3001
11860,20033708,Diegem,Apartment,apartment,299000,2,86.0,True,True,False,True,0.0,False,0.0,86,0,As new,0,False,Private,3700
11861,20157795,Aarschot,House,villa,420000,3,245.0,False,False,False,False,0.0,False,0.0,245,0,Good,4,True,Private,1404
11862,20306634,Hammemille,Apartment,apartment-block,199000,5,145.0,True,False,False,True,15.0,False,0.0,160,160,To be done up,3,False,Private,9600
11863,11385689,Heers,House,house,125000,3,117.0,True,False,False,True,0.0,False,0.0,117,0,Good,0,False,Private,4102
11864,20306622,Brugge,House,house,349000,2,132.0,True,False,False,False,0.0,True,305.0,437,404,Good,0,True,Private,5580
11865,20306621,Hammemille,House,villa,425000,4,287.0,False,False,False,False,0.0,True,6750.0,7037,6999,To renovate,4,False,Private,9600
11866,20158939,Hammemille,Apartment,penthouse,230000,1,66.0,True,False,False,True,0.0,False,0.0,66,0,As new,0,False,Private,9600
11867,20306620,Hammemille,Apartment,apartment-block,1175000,3,0.0,False,False,False,False,0.0,False,0.0,0,565,Good,0,False,Private,9600
11868,20207223,Hammemille,House,house,300000,3,139.0,True,False,False,False,0.0,False,0.0,139,600,Just renovated,0,False,Private,9600
11869,11122129,Namur,House,villa,349000,3,190.0,False,True,False,True,0.0,False,0.0,190,0,To renovate,0,True,Private,4460
11870,20306619,Borgerhout,House,house,350000,3,142.0,True,False,False,True,9.0,True,72.0,223,910,Just renovated,0,False,Private,4630
11871,20186043,Spa,House,house,350000,3,144.0,True,False,False,True,0.0,True,192.0,336,692,Good,4,False,Private,2020
11872,20302826,Duffel,Apartment,penthouse,595000,3,170.0,False,False,False,True,27.0,False,0.0,197,0,Not Known,3,True,Private,5555
11873,20258499,Arlon,Apartment,apartment,269000,2,91.0,True,False,False,True,5.0,False,0.0,96,0,Just renovated,0,False,Private,1630
11874,20217308,Dison,Apartment,apartment,425000,2,93.0,True,False,False,True,8.0,False,0.0,101,0,Good,2,True,Private,1410
11875,20265626,Anderlecht,House,house,249000,3,160.0,False,False,False,True,40.0,True,310.0,510,440,Just renovated,2,False,Private,1070
11876,20265991,Antwerpen,House,town-house,299000,2,177.0,True,False,False,True,14.0,True,157.0,348,186,To be done up,2,False,Private,1700
11877,20310019,Beersevlimmeren,Apartment,apartment,325000,1,102.0,True,False,False,True,10.0,True,140.0,252,0,Just renovated,1,True,Private,1970
11878,20112348,Montegnee,House,house,99000,4,217.0,False,False,False,False,0.0,True,650.0,867,885,To restore,4,True,Private,9250
11879,20242604,Saintgilles,House,house,650000,3,142.0,True,False,False,True,12.0,True,100.0,254,160,Good,2,False,Private,1060
11880,20306403,Saintgilles,House,house,365000,4,115.0,True,False,False,True,0.0,True,259.0,374,340,Good,3,False,Private,1060
11881,20094927,Brussel,House,house,329000,3,185.0,True,False,False,True,0.0,False,0.0,185,644,Good,4,True,Private,1160
11882,20030732,Saintgilles,House,house,70000,2,94.0,False,False,False,False,0.0,False,0.0,94,0,To renovate,2,True,Private,1060
11883,11333498,Edegem,House,house,195000,2,145.0,False,False,False,False,0.0,False,0.0,145,115,Not Known,2,True,Private,1200
11884,20306386,Uccle,Apartment,apartment,285000,2,95.0,True,False,False,True,0.0,False,0.0,95,0,Not Known,0,False,Private,1180
11885,20306384,Woluwesaintpierre,Apartment,apartment,289000,3,120.0,False,False,False,True,4.0,False,0.0,124,0,Just renovated,0,False,Private,1150
11886,20306383,Vilvorde,House,house,230000,3,184.0,False,False,False,True,0.0,True,180.0,364,320,To renovate,2,True,Private,1800
11887,20306382,Uccle,House,house,319000,4,160.0,True,False,False,True,40.0,True,50.0,250,0,Good,2,False,Private,1180
11888,20033166,Mouscron,House,house,250000,3,120.0,True,False,False,False,0.0,False,0.0,120,69,Good,2,False,Private,1640
11889,20306367,Saintnicolas,House,house,169000,4,126.0,True,False,False,True,8.0,False,0.0,134,60,Not Known,2,False,Private,6870
11890,20306366,Chapellelezherlaimont,House,house,99000,2,83.0,True,False,False,True,15.0,False,0.0,98,0,To be done up,2,False,Private,6747
11891,20306365,Halle,House,house,479000,3,185.0,False,False,False,False,0.0,False,0.0,185,245,Just renovated,0,False,Private,9400
11892,20306363,Marke,Apartment,ground-floor,220000,2,83.0,False,False,False,False,0.0,False,0.0,83,0,Just renovated,0,False,Private,2140
11893,20306361,Marke,House,house,449000,3,185.0,False,False,False,False,0.0,False,0.0,185,141,Not Known,2,True,Private,2140
11894,20306359,Willebroek,House,house,595000,3,224.0,False,False,False,False,0.0,False,0.0,224,0,Good,0,False,Private,6782
11895,20306358,Willebroek,House,house,269000,4,132.0,False,False,False,True,80.0,True,250.0,462,445,Not Known,3,False,Private,6782
11896,20251356,Willebroek,Apartment,apartment,238000,3,84.0,False,False,False,True,1.0,False,0.0,85,0,To be done up,0,False,Private,6782
11897,20255529,Willebroek,Apartment,apartment,489000,2,140.0,False,False,False,True,0.0,False,0.0,140,0,Good,2,False,Private,6782
11898,20255904,Namur,Apartment,apartment,635000,3,160.0,True,False,False,True,50.0,False,0.0,210,0,Good,0,False,Private,4460
11899,20291690,Koekelare,Apartment,apartment,195000,2,70.0,True,False,False,True,2.0,False,0.0,72,0,To be done up,0,False,Private,4400
