Links
https://www.immoweb.be/en/classified/offices/for-sale/gent/9000/20278524
https://www.immoweb.be/en/classified/mixed-use-building-offices/for-sale/mechelen/2800/20311402
https://www.immoweb.be/en/classified/offices/for-sale/antwerpen/2018/20311809
https://www.immoweb.be/en/classified/offices/for-sale/antwerpen/2060/11393966
https://www.immoweb.be/en/classified/offices/for-sale/anderlecht/1070/20301468
https://www.immoweb.be/en/classified/offices/for-sale/destelbergen/9070/20312374
https://www.immoweb.be/en/classified/offices/for-sale/deurne/2100/20306292
https://www.immoweb.be/en/classified/mixed-use-building-offices/for-sale/sint-lievens-houtem/9520/20303507
https://www.immoweb.be/en/classified/building/for-sale/maaseik/3680/20278459
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/luik-4020/4020/11238883
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/20033053
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/waregem/8790/10446604
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/izegem/8870/11461971
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/machelen-1830/1830/10689955
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/astene/9800/20230844
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen/2018/11219764
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/tervuren/3080/11167781
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/melsbroek/1820/9990729
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/dendermonde/9200/20084122
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/10747557
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/10248062
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/10248061
https://www.immoweb.be/en/classified/office-block/for-sale/louvain/3000/20295334
https://www.immoweb.be/en/classified/offices/for-sale/roeselare/8800/20310169
https://www.immoweb.be/en/classified/office-block/for-sale/laken/1020/20308495
https://www.immoweb.be/en/classified/mixed-use-building-offices/for-sale/eeklo/9900/20301403
https://www.immoweb.be/en/classified/offices/for-sale/dudzele/8380/20265380
https://www.immoweb.be/en/classified/office-block/for-sale/hasselt/3500/20268207
https://www.immoweb.be/en/classified/mixed-use-building-offices/for-sale/lierde/9570/20289081
https://www.immoweb.be/en/classified/offices/for-sale/braine-lalleud/1420/20299397
https://www.immoweb.be/en/classified/office-block/for-sale/sint-jans-molenbeek/1080/20242575
https://www.immoweb.be/en/classified/office-block/for-sale/landen/3400/20307761
https://www.immoweb.be/en/classified/offices/for-sale/lebbeke/9280/20307655
https://www.immoweb.be/en/classified/office-block/for-sale/aalst%20%289300%29/9300/20255698
https://www.immoweb.be/en/classified/building/for-sale/namur/5000/20304689
https://www.immoweb.be/en/classified/mixed-use-building-offices/for-sale/denderleeuw/9470/20307410
https://www.immoweb.be/en/classified/offices/for-sale/halle/1500/20307367
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-pierre/1150/20306486
https://www.immoweb.be/en/classified/offices/for-sale/sankt%20vith/4780/20236340
https://www.immoweb.be/en/classified/offices/for-sale/deurne/2100/20306292
https://www.immoweb.be/en/classified/offices/for-sale/uccle/1180/20306144
https://www.immoweb.be/en/classified/mixed-use-building-offices/for-sale/herentals/2200/20306120
https://www.immoweb.be/en/classified/offices/for-sale/brussels/1000/20240893
https://www.immoweb.be/en/classified/office-block/for-sale/saint-gilles/1060/11400930
https://www.immoweb.be/en/classified/offices/for-sale/ixelles/1050/20113704
https://www.immoweb.be/en/classified/offices/for-sale/laeken/1020/20265744
https://www.immoweb.be/en/classified/mixed-use-building-offices/for-sale/ixelles/1050/11173080
https://www.immoweb.be/en/classified/offices/for-sale/ixelles/1050/20217238
https://www.immoweb.be/en/classified/offices/for-sale/torhout/8820/20305982
https://www.immoweb.be/en/classified/mixed-use-building-offices/for-sale/aalst/9300/20305920
https://www.immoweb.be/en/classified/office-block/for-sale/wavre/1300/20305741
https://www.immoweb.be/en/classified/offices/for-sale/antwerpen/2000/20305727
https://www.immoweb.be/en/classified/building/for-sale/gent/9000/20305629
https://www.immoweb.be/en/classified/offices/for-sale/sint-denijs-westrem/9051/20305421
https://www.immoweb.be/en/classified/offices/for-sale/saint-nicolas/4420/20305126
https://www.immoweb.be/en/classified/offices/for-sale/drogenbos/1620/20304907
https://www.immoweb.be/en/classified/building/for-sale/fosses-la-ville/5070/20304851
https://www.immoweb.be/en/classified/offices/for-sale/fosses-la-ville/5070/20304850
https://www.immoweb.be/en/classified/offices/for-sale/brugge/8000/20304784
https://www.immoweb.be/en/classified/offices/for-sale/mechelen/2800/10604951
https://www.immoweb.be/en/classified/offices/for-sale/gent/9000/20278524
https://www.immoweb.be/en/classified/mixed-use-building-offices/for-sale/mechelen/2800/20311402
