Id,Locality,Type,SubType,Price,Sale_Type,Bedrooms,Living_Area,Is_Equiped_Kitchen,Is_Furnished,Is_Open_Fire,Terrace,Terrace_Area,Garden,Garden_Area,Land_Surface,Surface of the plot,State,Facades,Swim_pool
20278524,Gent,Other,offices,860000,Private,0,450,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,450,450,Good,4,FALSE
20311402,Mechelen,Other,mixed-use-building-offices,995000,Private,0,419,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,419,0,To be done up,2,FALSE
20311809,Antwerpen,Other,offices,215000,Private,0,40,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,40,0,As new,2,FALSE
11393966,Antwerpen,Other,offices,149000,Private,0,67,TRUE,FALSE,FALSE,TRUE,10,TRUE,10,87,73,Just renovated,3,FALSE
20301468,Anderlecht,Other,offices,520000,Private,0,525,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,525,525,Good,4,FALSE
20312374,Destelbergen,Other,offices,1080000,Private,0,277,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,277,1453,As new,0,FALSE
20306292,Deurne,Other,offices,139000,Private,0,52,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,52,405,Just renovated,3,FALSE
20303507,Bavegem,Other,mixed-use-building-offices,499000,Private,0,270,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,270,0,Good,4,FALSE
20278459,Maaseik,Other,building,975000,Private,0,409,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,409,1682,As new,0,FALSE
20295334,Leuven,Other,office-block,2221300,Private,0,1898,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,1898,1898,Good,4,FALSE
20310169,Beveren,Other,offices,835000,Private,0,80,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,80,382,Good,4,FALSE
20308495,Laken,Other,office-block,355000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,To renovate,2,FALSE
20301403,Eeklo,Other,mixed-use-building-offices,650000,Private,0,383,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,383,857,Good,3,FALSE
20265380,Dudzele,Other,offices,815000,Private,0,510,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,510,1119,Good,3,FALSE
20268207,Hasselt,Other,office-block,295000,Private,0,192,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,192,0,Good,0,FALSE
20289081,Deftinge,Other,mixed-use-building-offices,349000,Private,0,248,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,248,0,Good,4,FALSE
20299397,Braine-l'alleud,Other,offices,250000,Private,0,250,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,250,250,As new,4,FALSE
20242575,Sint-jans-molenbeek,Other,office-block,245000,Private,0,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,Good,2,FALSE
20307761,Eliksem,Other,office-block,550000,Private,0,220,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,220,220,Just renovated,2,FALSE
20307655,Denderbelle,Other,offices,185000,Private,0,87,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,87,0,Not Known,0,FALSE
20255698,Aalst,Other,office-block,349000,Private,0,222,TRUE,TRUE,FALSE,FALSE,0,FALSE,0,222,222,Good,0,FALSE
20304689,Beez,Other,building,695000,Private,0,325,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,325,1100,As new,4,FALSE
20307410,Denderleeuw,Other,mixed-use-building-offices,498000,Private,0,315,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,315,749,To be done up,2,FALSE
20307367,Halle,Other,offices,395000,Private,0,538,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,538,213,Not Known,0,FALSE
20236340,Recht,Other,offices,330000,Private,0,153,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,153,0,Good,2,FALSE
20306144,Ukkel,Other,offices,150000,Private,0,33,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,33,0,As new,0,FALSE
20306120,Herentals,Other,mixed-use-building-offices,299000,Private,0,128,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,128,85,Not Known,0,FALSE
20240893,Brussel,Other,offices,450000,Private,0,250,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,250,406,To renovate,2,FALSE
11400930,Sint-gillis,Other,office-block,5550000,Private,0,2450,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,2450,1340,As new,4,FALSE
20113704,Elsene,Other,offices,270000,Private,0,60,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,60,55,As new,2,FALSE
20265744,Laken,Other,offices,290000,Private,0,150,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,150,200,Good,2,FALSE
11173080,Elsene,Other,mixed-use-building-offices,590830,Private,0,195,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,195,206,As new,2,FALSE
20217238,Elsene,Other,offices,345000,Private,0,64,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,64,0,Good,4,FALSE
20305982,Torhout,Other,offices,479000,Private,0,380,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,380,808,Good,0,FALSE
20305920,Aalst,Other,mixed-use-building-offices,595000,Private,0,183,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,183,0,Not Known,2,FALSE
20305741,Limal,Other,office-block,165000,Private,0,75,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,75,0,Good,0,FALSE
20305727,Antwerpen,Other,offices,995000,Private,0,297,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,297,0,As new,0,FALSE
20305629,Gent,Other,building,1985000,Private,0,350,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,350,350,Good,0,FALSE
20305421,Afsnee,Other,offices,12000000,Private,0,3360,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,3360,3360,As new,4,FALSE
20305126,Montegnée,Other,offices,65000,Private,0,61,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,61,0,Not Known,2,FALSE
20304907,Drogenbos,Other,offices,1338200,Private,0,1475,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,1475,1475,Good,4,FALSE
20304851,Aisemont,Other,building,215000,Private,0,202,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,202,164,Not Known,3,FALSE
20304850,Aisemont,Other,offices,215000,Private,0,202,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,202,164,Not Known,3,FALSE
20304784,Brugge,Other,offices,1250000,Private,0,306,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,306,1382,Good,0,FALSE
10604951,Mechelen,Other,offices,598000,Private,0,230,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,230,230,Good,0,FALSE
20155710,Gent,Other,offices,868610,Private,0,267,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,267,267,As new,4,FALSE
20177456,Wijnegem,Other,offices,895000,Private,0,200,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,200,0,As new,3,FALSE
11125028,Hasselt,Other,offices,1990000,Private,0,622,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,622,622,Good,4,FALSE
20124824,Beervelde,Other,office-block,2350000,Private,0,1225,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,1225,2275,Just renovated,0,FALSE
11125029,Hasselt,Other,offices,2475000,Private,0,773,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,773,773,Good,4,FALSE
11125027,Hasselt,Other,offices,4465000,Private,0,1395,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,1395,1395,Good,4,FALSE
11127214,Elsene,Other,offices,4500000,Private,0,1100,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,1100,560,Good,0,FALSE
11444471,Leuven,Other,offices,6700000,Private,0,5051,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,5051,5051,Good,4,FALSE
11444555,Heverlee,Other,offices,6700000,Private,0,5051,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,5051,5051,Good,4,FALSE
20268630,Antwerpen,Other,office-block,1185000,Private,0,550,TRUE,TRUE,FALSE,FALSE,0,FALSE,0,550,550,As new,3,FALSE
20273870,Merksem,Other,offices,498000,Private,0,323,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,323,323,Just renovated,3,FALSE
20178271,Brugge,Other,offices,995000,Private,0,420,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,420,333,Good,4,FALSE
20173315,Duisburg,Other,offices,1260000,Private,0,525,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,525,0,Good,2,FALSE
20202564,Wijnegem,Other,offices,1690000,Private,0,279,FALSE,FALSE,FALSE,TRUE,18,FALSE,0,297,0,As new,0,FALSE
11456546,Blankenberge,Other,offices,349000,Private,0,177,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,177,0,As new,2,FALSE
11490956,Peutie,Other,offices,45000,Private,0,50,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,50,50,Good,4,FALSE
10827970,Schepdaal,Other,offices,159410,Private,0,84,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,84,84,Good,4,FALSE
20038462,Antwerpen,Other,offices,165000,Private,0,35,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,35,51,Just renovated,2,FALSE
10689094,Blankenberge,Other,office-block,349000,Private,0,177,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,177,177,Good,4,FALSE
20045268,Elsene,Other,offices,399000,Private,0,132,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,132,337,Good,2,FALSE
9810256,Drogenbos,Other,offices,420300,Private,0,467,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,467,467,Good,4,FALSE
10827969,Schepdaal,Other,offices,438197,Private,0,230,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,230,230,Good,4,FALSE
20055343,Sint-pieters-woluwe,Other,mixed-use-building-offices,495000,Private,0,153,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,153,0,To renovate,2,FALSE
9827564,Sint-Stevens-Woluwe,Other,offices,532000,Private,0,591,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,591,591,Good,4,FALSE
11491603,Eeklo,Other,offices,575000,Private,0,335,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,335,1161,To be done up,2,FALSE
20025927,La Hulpe,Other,mixed-use-building-offices,590000,Private,0,345,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,345,321,Good,3,FALSE
20061622,Beveren,Other,offices,595000,Private,0,227,FALSE,FALSE,FALSE,TRUE,25,FALSE,0,252,457,Good,2,FALSE
11032652,Hasselt,Other,office-block,675000,Private,0,340,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,340,340,Good,2,FALSE
9806409,Peutie,Other,offices,700000,Private,0,780,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,780,780,Good,4,FALSE
20273708,Beveren,Other,offices,995000,Private,0,550,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,550,452,Good,0,FALSE
20273397,Bost,Other,offices,119000,Private,0,103,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,103,122,As new,2,FALSE
20273389,Jemeppe-Sur-Meuse,Other,mixed-use-building-offices,275000,Private,0,566,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,566,0,Good,2,FALSE
20273343,Jemeppe-Sur-Meuse,Other,offices,195000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,96,Good,4,FALSE
20273325,Oostende,Other,offices,370000,Private,0,161,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,161,0,Not Known,2,FALSE
20273324,Monstreux,Other,building,370000,Private,0,161,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,161,0,Not Known,2,FALSE
20272874,Monstreux,Other,building,350000,Private,0,350,TRUE,FALSE,FALSE,TRUE,25,TRUE,50,425,0,To be done up,2,FALSE
20272867,Arlon,Other,office-block,915000,Private,0,492,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,492,492,Not Known,0,FALSE
20272378,Brussel,Other,offices,269000,Private,0,74,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,74,0,Just renovated,0,FALSE
20272270,Antwerpen,Other,offices,825000,Private,0,366,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,366,0,As new,0,FALSE
20271884,Antwerpen,Other,mixed-use-building-offices,895000,Private,0,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,0,750,Not Known,2,FALSE
20271754,Onze-Lieve-Vrouw-Lombeek,Other,offices,472000,Private,0,349,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,349,349,As new,4,FALSE
20271320,Sint-lambrechts-woluwe,Other,offices,1375000,Private,0,718,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,718,930,Good,4,FALSE
20271261,Edegem,Other,offices,225000,Private,0,121,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,121,0,Good,0,FALSE
20271224,Elene,Other,offices,535000,Private,0,238,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,238,0,As new,0,FALSE
20078757,Kortrijk,Other,offices,375000,Private,0,170,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,170,0,Good,2,FALSE
11195628,Schaarbeek,Other,office-block,535000,Private,0,323,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,323,0,Not Known,0,FALSE
20270405,Merksem,Other,offices,699000,Private,0,211,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,211,766,Not Known,0,FALSE
20270305,Koningshooikt,Other,office-block,145000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,Good,0,FALSE
11082136,Gent,Other,offices,395000,Private,0,140,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,140,0,Good,0,FALSE
11067629,Antwerpen,Other,building,1900000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,6131,Not Known,3,FALSE
20269885,Antwerpen,Other,building,380000,Private,0,250,TRUE,FALSE,FALSE,TRUE,50,FALSE,0,300,200,Good,2,FALSE
20269651,Braine-l'alleud,Other,mixed-use-building-offices,199000,Private,0,173,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,173,0,To be done up,2,FALSE
20269631,Braine-l'alleud,Other,office-block,205000,Private,0,240,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,240,0,Just renovated,0,FALSE
20269596,Clabecq,Other,offices,425000,Private,0,200,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,200,767,Good,4,FALSE
20269441,Clermont-Sous-Huy,Other,offices,495000,Private,0,247,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,247,89,To renovate,0,FALSE
20269266,Bikschote,Other,office-block,449000,Private,0,242,TRUE,FALSE,FALSE,TRUE,30,FALSE,0,272,1289,Good,4,FALSE
20269183,Bierges,Other,offices,295000,Private,0,190,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,190,0,As new,2,FALSE
20269093,Mechelen,Other,offices,1185000,Private,0,550,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,550,550,Not Known,2,FALSE
20255405,Balâtre,Other,mixed-use-building-offices,195000,Private,0,36,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,36,0,As new,0,FALSE
20197262,Strombeek-Bever,Other,offices,210000,Private,0,108,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,108,0,Good,3,FALSE
20214929,Antwerpen,Other,offices,342000,Private,0,170,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,170,0,As new,0,FALSE
20136958,Oudergem,House,town-house,760000,Private,0,280,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,280,280,Good,2,FALSE
11109721,Ben-Ahin,Other,office-block,398000,Private,0,210,FALSE,FALSE,FALSE,TRUE,1,TRUE,1,212,922,To renovate,4,FALSE
11040111,Beveren,Other,offices,121250,Private,0,97,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,97,97,Good,4,FALSE
11040113,Brussel,Other,offices,173750,Private,0,139,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,139,139,Good,4,FALSE
11040110,Beerlegem,Other,offices,185000,Private,0,148,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,148,148,Good,4,FALSE
11040115,Geel,Other,offices,295000,Private,0,236,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,236,236,Good,4,FALSE
10594466,Geel,Other,offices,299000,Private,0,678,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,678,2,Good,2,FALSE
10088791,Geel,Other,offices,379000,Private,0,260,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,260,0,Good,2,FALSE
11039492,Geel,Other,office-block,385925,Private,0,142,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,142,0,Not Known,4,FALSE
20061634,Grivegnee,Other,offices,447500,Private,0,293,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,293,293,As new,2,FALSE
11468510,Oostende,Other,offices,447500,Private,0,293,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,293,293,As new,2,FALSE
20137338,Zwevegem,Other,mixed-use-building-offices,590000,Private,0,488,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,488,0,Good,2,FALSE
11039499,Beveren,Other,offices,604500,Private,0,310,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,310,0,Not Known,4,FALSE
11040112,Beveren,Other,offices,665000,Private,0,532,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,532,532,Good,4,FALSE
10793830,Galmaarden,Other,offices,850000,Private,0,525,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,525,525,Good,0,FALSE
20027816,Waregem,Other,offices,1070000,Private,0,716,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,716,2401,Good,4,FALSE
20074215,Geel,Other,office-block,1395000,Private,0,763,TRUE,TRUE,FALSE,FALSE,0,FALSE,0,763,763,Good,0,FALSE
8686901,Anderlecht,Other,offices,1876482,Private,0,468,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,468,0,As new,4,FALSE
10811457,Gosselies,Other,offices,2500000,Private,0,1078,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,1078,1078,As new,0,FALSE
9951421,Antwerpen,Other,offices,3350000,Private,0,1598,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,1598,1598,As new,4,FALSE
10811593,Gentbrugge,Other,offices,4000000,Private,0,2066,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,2066,2066,As new,0,FALSE
20148214,Sint-lambrechts-woluwe,Other,mixed-use-building-offices,500000,Private,0,326,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,326,814,To be done up,4,FALSE
20124400,Waterloo,Other,offices,220000,Private,0,249,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,249,0,To renovate,0,FALSE
20308952,Sint-lambrechts-woluwe,Other,mixed-use-building-offices,110000,Private,0,130,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,130,0,Not Known,0,FALSE
20162671,Limal,Other,offices,676500,Private,0,205,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,205,0,As new,4,FALSE
20258536,Dison,Other,office-block,710000,Private,0,319,FALSE,TRUE,FALSE,FALSE,0,FALSE,0,319,319,Good,0,FALSE
20258422,Lembeek,Other,office-block,649900,Private,0,465,TRUE,FALSE,FALSE,FALSE,0,TRUE,19,484,256,Good,2,FALSE
20258381,Brussel,Other,mixed-use-building-offices,475000,Private,0,145,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,145,452,Good,2,FALSE
20258007,Beveren,Other,office-block,399000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,206,To renovate,0,FALSE
20257979,Borgerhout,Other,offices,150000,Private,0,112,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,112,250,Not Known,0,FALSE
20257969,Antwerpen,Other,offices,165000,Private,0,177,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,177,0,To renovate,2,FALSE
20257945,Charleroi,Other,mixed-use-building-offices,370000,Private,0,90,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,90,404,Good,2,FALSE
20257867,Bellegem,Other,building,250000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,180,Good,0,FALSE
20257868,Oostende,Other,building,232500,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,165,Good,0,FALSE
20257869,Ukkel,Other,building,250000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,180,Good,0,FALSE
20257866,Ooigem,Other,building,250000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,180,Good,0,FALSE
20257865,Ooigem,Other,building,250000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,180,Good,0,FALSE
20257863,Ooigem,Other,building,250000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,180,Good,0,FALSE
20257864,Ooigem,Other,building,250000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,180,Good,0,FALSE
20257861,Ooigem,Other,building,250000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,180,Good,0,FALSE
20257862,Ooigem,Other,building,250000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,180,Good,0,FALSE
20257874,Ooigem,Other,building,250000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,180,Good,0,FALSE
20257859,Ooigem,Other,building,250000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,180,Good,0,FALSE
20257860,Ooigem,Other,building,245000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,175,Good,0,FALSE
20257858,Ooigem,Other,building,370000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,270,Good,0,FALSE
20257857,Ooigem,Other,building,250000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,180,Good,0,FALSE
20257696,Ooigem,Other,offices,259000,Private,0,95,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,95,0,Not Known,0,FALSE
20257508,Ooigem,Other,building,980000,Private,0,440,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,440,0,Good,3,FALSE
20257350,Ooigem,Other,offices,125000,Private,0,95,TRUE,FALSE,FALSE,TRUE,2,FALSE,0,97,0,As new,2,FALSE
20257232,Kasterlee,Other,offices,305000,Private,0,129,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,129,0,As new,2,FALSE
20257188,Bierset,Other,office-block,240000,Private,0,251,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,251,1532,Not Known,4,FALSE
20257123,Bierset,Other,building,349000,Private,0,151,TRUE,FALSE,FALSE,TRUE,220,TRUE,900,1271,1850,Good,0,FALSE
11446212,Edingen,Other,offices,125000,Private,0,112,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,112,0,Good,0,FALSE
11446222,Dilbeek,Other,offices,615000,Private,0,470,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,470,0,To be done up,0,FALSE
20255908,Beez,Other,offices,159000,Private,0,70,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,70,70,Not Known,0,FALSE
20251354,Dolembreux,Other,offices,349000,Private,0,155,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,155,73,Good,0,FALSE
20168671,Alken,Other,offices,2500000,Private,0,1860,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,1860,0,As new,0,FALSE
20238039,Hoboken,Other,office-block,235000,Private,0,221,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,221,0,Just renovated,0,FALSE
20174374,Deurne,Other,offices,499000,Private,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,400,Good,4,FALSE
20246349,Brugge,Other,office-block,1700000,Private,0,1000,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,1000,0,Not Known,0,FALSE
20125846,Limal,Other,offices,150000,Private,0,33,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,33,0,As new,2,FALSE
20125818,Berchem,Other,office-block,675000,Private,0,382,FALSE,FALSE,FALSE,TRUE,23,FALSE,0,405,205,Good,3,FALSE
11201992,Oostende,Other,office-block,1716845,Private,0,565,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,565,565,Not Known,0,FALSE
20312861,Kraainem,Other,offices,495000,Private,0,137,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,137,0,Not Known,0,FALSE
20147761,Ukkel,Other,offices,155000,Private,0,64,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,64,0,Good,0,FALSE
11321992,Sinaai-Waas,Other,offices,160000,Private,0,57,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,57,0,Not Known,0,FALSE
10860133,Sinaai-Waas,Other,office-block,209000,Private,0,115,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,115,135,Good,0,FALSE
20128873,Gent,Other,offices,324000,Private,0,142,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,142,0,Good,0,FALSE
9629161,Gent,Other,offices,355250,Private,0,288,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,288,288,Not Known,0,FALSE
11354355,Halle,Other,offices,363350,Private,0,153,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,153,153,Good,4,FALSE
11354352,Aalst,Other,offices,385925,Private,0,142,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,142,153,Not Known,4,FALSE
11207280,Brugge,Other,offices,413400,Private,0,318,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,318,318,To be done up,0,FALSE
11032653,Halle,Other,offices,494500,Private,0,135,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,135,135,Not Known,4,FALSE
11452655,Melsbroek,Other,mixed-use-building-offices,550000,Private,0,235,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,235,0,As new,2,FALSE
20237398,Zwevegem,Other,offices,550000,Private,0,157,TRUE,FALSE,FALSE,FALSE,0,TRUE,70,227,328,Good,2,FALSE
20066580,Zwevegem,Other,offices,595000,Private,0,987,FALSE,FALSE,FALSE,FALSE,0,TRUE,650,1637,650,Good,0,FALSE
10648404,Groot-Bijgaarden,Other,offices,641574,Private,0,475,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,475,475,Not Known,0,FALSE
11311438,Bierbeek,Other,office-block,761919,Private,0,397,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,397,401,Not Known,0,FALSE
20219634,Geraardsbergen,Other,offices,868610,Private,0,266,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,266,0,As new,0,FALSE
20219633,Astene,Other,offices,868610,Private,0,266,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,266,0,As new,0,FALSE
20175504,Avekapelle,Other,offices,895000,Private,0,525,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,525,0,Good,4,FALSE
20019915,Affligem,Other,offices,995000,Private,0,420,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,420,333,Good,4,FALSE
20061815,Kortrijk,Other,offices,1125000,Private,0,528,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,528,0,Good,4,FALSE
20233093,Gent,Other,offices,180000,Private,0,68,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,68,0,Good,2,FALSE
20232691,Gent,Other,office-block,620000,Private,0,300,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,300,300,Not Known,0,FALSE
20232682,Duisburg,Other,offices,256000,Private,0,91,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,91,91,Good,4,FALSE
20232465,Brugge,Other,offices,898000,Private,0,714,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,714,0,Not Known,0,FALSE
20232321,Beveren,Other,offices,135000,Private,0,170,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,170,0,To be done up,2,FALSE
